frequency,intensity_0,intensity_1,intensity_2,intensity_3,intensity_4,intensity_5,intensity_6,intensity_7,duration,confidence
11.970104563923062,23.173446962253436,24.855226333607142,25.300020551535432,24.28272312362676,33.86227473944774,28.543836074034555,25.05394715341273,17.30616174590365,21.681658893213257,0.9247165608026586
10.515945141126416,32.00232658892269,19.735667425017784,41.80605630426906,33.89820880615867,30.138639336523127,29.43944414025112,31.390602042178312,30.19244587367265,14.630796941562469,0.7793861622948663
6.615858226661876,14.626836577056917,23.957546603118853,28.599445846232385,28.01085774363556,33.674108975551405,22.379723823348225,23.313005095333164,23.531516529688957,27.712418544536526,0.8315660988030185
9.596220562565689,26.958465816840874,34.59587003102081,24.991322727405247,27.287765263378667,22.400794546443706,28.76763763914947,27.41570454309133,29.784733737205897,22.466965150998032,0.9490345919748802
3.9358457689709923,45.878836805654196,40.57845358766194,48.90597698553975,40.21096886557905,43.49635965779486,43.93002626172625,32.34359999898378,30.20794041338006,29.875532873272725,0.8837697306794584
9.939501307832472,32.10675127831778,29.914187817386914,25.866496986626995,18.501191139178278,29.03420888979567,30.90842946411018,37.564910501297526,25.193366535722078,18.574024775549898,0.9290959562577925
8.157016303794144,37.64835182197045,31.44882982018427,37.10848508493999,39.17135338554879,33.396855915409255,36.960151540699904,42.96382575131134,39.797693102851994,22.957618012167163,0.734694378697206
7.760053966287459,41.18018404259294,27.106826056162546,42.976771456313344,40.04991268358214,45.181698165307864,36.123353895859545,34.39458846638526,38.2437092478987,31.544221607600754,0.7830897655169443
8.954922157528044,33.65500733756426,37.73281858724776,33.17899479016537,19.190125934476324,30.461419221835317,26.29289770114791,31.97199602949884,26.35652696432578,34.35816697009016,0.7122168370571305
10.53184120340383,18.808627408114905,35.006015646434804,16.332701234138092,16.150401331615427,18.859519994960984,15.344113710211689,26.104592022203356,26.43016852024077,27.100206928767772,0.7965050790658801
10.374699244279869,36.08582620020516,35.829044040419106,34.25848950760076,40.79316036900682,35.41647922072342,19.556444256981585,37.13138342213817,33.70749528468834,26.758095371991853,0.7328282739579157
5.888787185654715,28.59427493132484,24.674546291780562,25.824972365924207,27.917128613798475,28.696812198106116,23.013229298224374,20.153616834017964,17.87232576948218,23.7320395369744,0.852483330910901
11.15794689258593,21.949848966038225,24.34001571067973,34.751534036088614,30.538455989791842,29.57078789816584,22.92198685617442,25.608363760102186,30.20860500994155,20.29440987354935,0.7533475245047447
9.175221113542205,28.064287157071046,30.71690725037808,22.497439602945285,36.17697582764606,31.528881730465088,30.41098865235628,36.65335290901096,25.69676549744924,27.098008932293588,0.8939820983016084
10.062569806652595,38.69705886429746,40.30872701909287,41.43500644403353,36.5255403896189,25.54311229739128,31.167673228231266,34.00551256143396,37.55357518383797,23.942056878411382,0.836068932075528
10.607194018419676,24.804850761795716,31.317393566393193,12.327104779431107,20.690844670356192,17.083157680796518,22.62225951724667,24.02707586731422,30.287865382118028,16.091146913963843,0.8410281083370726
11.015681666280416,33.359060091214744,40.507061221598,37.14796244752688,34.064117578163724,27.86224969328128,29.075020040072868,29.67453131848905,28.01346795790824,17.464672587827465,0.8057286832690114
8.2317754321182,34.850266711971514,34.528493356585216,26.17266535025555,31.87354240901273,29.926631869838925,32.41520907396802,42.26186985340692,37.288509912539666,29.104654239460054,0.8785156813449959
9.551345611817801,32.82026436045639,38.067619280236,31.16545049279877,34.604579784488024,13.214201878549307,26.089029286905024,29.702795842696982,30.771439208368736,20.06590462344558,0.831706737001243
5.991115424174626,19.417466408027117,15.899311286964306,25.479057233547834,21.08949825754148,21.090220594883537,23.87435330944164,24.15305469524283,27.47559059083092,22.037031933909322,0.9354521878668242
8.495815113624282,29.265347331093434,27.31337159113466,34.699058279974544,32.97703865916684,33.324649193208266,36.12520671263152,42.704331060741104,39.352287168665136,23.477935039422047,0.7293328756927986
8.148353794573946,35.80572166318164,46.73620184091075,41.897597652723356,35.31710350830026,44.56482036281435,42.36733701160461,41.44780977059828,38.702217255659605,26.99189920384665,0.8754657352804985
7.794644813356085,46.98180543014196,31.549058666460116,48.49602711628913,42.2729548101429,42.01729521837384,49.01613926895431,37.221583616019956,44.244613960402475,15.893897445188134,0.8300554071097663
