SDNN,RMSSD,pNN50,mean_hr,std_hr,VLF,LF,HF,LF_HF,SD1,SD2,sample_entropy,approximate_entropy,alpha1,alpha2,mag_field_mean,mag_field_std,mag_field_max,mag_field_min,mag_field_iqr,temp_mean,temp_std,temp_max,temp_min,temp_iqr,current_mean,current_std,current_max,current_min,current_iqr,species_dog,species_cat,species_rabbit,species_mouse,age_norm,weight_norm,prev_freq,prev_intensity,days_since,n_prev_treatments,condition_severity,treatment_effectiveness,pain_score,activity_level,stress_level
42.88075969823219,34.30460775858575,17.014591318439706,99.1347818501258,12.995118422220674,139.7935279100802,204.94176124534937,245.0756301103941,1.106782488258599,21.440379849116095,51.456911637878626,1.9213615219282318,0.9195362370161555,1.0580988754498875,1.0226680792113345,12.201275875745281,2.3800733433864805,22.363434886080043,2.3760803135416473,4.917325205792661,24.90036831731485,2.420003945607873,37.55561733549354,18.416134313483717,3.8014297517655606,0.6481729805828823,0.12233471328262394,2.753560588823673,0.8614359727511887,0.8263626791128577,1,0,0,0,0.5270963932204028,0.3940302551375268,0.27830141471779163,0.4133247680687381,0.5555245080761153,0.4,0.42331392544818525,0.6758388562577748,0.2298655723382942,0.6642303340836477,0.3754310708262909
37.382088870585655,29.905671096468524,17.163482708580474,138.1543940966801,6.203485775081081,82.85290295004273,164.436062162084,452.5673741121536,1.395245046044702,18.691044435292827,44.858506644702786,1.4495380948787426,1.0545380172847525,0.8483584385071298,1.1832532927153185,9.990389473176885,2.0494847138557626,24.405202248163945,4.203456587397449,5.1619923767299225,28.532627562704697,2.59104327996534,34.50121675578299,20.806193179431908,4.766810525087102,1.0907879187964473,0.1554427375916998,3.020185169721519,0.8290797113400894,1.298711722696229,1,0,0,0,0.0704114777087233,0.6576739925350765,0.24004580102392395,0.24192231763484975,0.456674193510331,0.5,0.4809420588383286,0.5440266644674441,0.69491332319996,0.46691082723413496,0.4510443825405961
31.07320125939392,24.858561007515135,14.587811634837962,65.77563134779675,13.623700815332274,121.63675723373423,287.2941820622276,221.23627066430984,1.4414920688608706,15.53660062969696,37.2878415112727,1.709447047032723,1.2445097900449464,1.0494001561498651,0.9035993883845941,8.329218092297289,2.648559771213276,20.29109277330562,3.996733448842096,3.146443031502466,21.07286033263996,1.9932827567400493,32.206524224195135,18.125943333022438,3.577398776536972,0.8447330530559409,0.11775902007480404,2.4512586919423107,0.8030670368242743,0.5132223356198315,1,0,0,0,0.07953614665127953,0.7661192390962828,0.2905601962065498,0.20490470256077728,0.4113532924936363,0.2,0.5773333352262641,0.7910215342586222,0.5650264289476783,0.5866087231269703,0.348009347872032
54.77769384638513,43.82215507710811,13.651491529473766,45.64251852231024,11.883526335675215,58.617083730129664,270.0294069442437,215.8017177063255,0.9587064399677466,27.388846923192563,65.73323261566215,1.3606787058384064,1.1992901264076858,1.0804912049844806,1.0169319355068287,5.11381623465604,2.4318356938140946,16.465147280977696,4.5175717953090615,5.500570753064434,23.40498707107968,2.288278942145753,35.945217453342444,19.63807835885474,4.280858656171206,1.15464075004473,0.3684357037761572,2.017819655308676,0.9211837726462222,0.9162490160578782,1,0,0,0,0.6056365868290774,0.307393517211897,0.11157202264404827,0.446715802676615,0.11327039029633847,0.7,0.5181287994471584,0.8764997482514447,0.4449192812990609,0.8712948756276452,0.5450550579517961
28.080600892212992,22.464480713770396,12.23379973467378,108.11786278187927,8.238907133434061,121.00101598712932,294.40562210659095,407.636886778704,0.5742307014714183,14.040300446106496,33.69672107065559,1.1821386174314599,0.8630162969083532,1.1753032110833042,0.8285196909608948,6.190364700005695,1.934163556555973,19.82239856964513,3.6106201364249846,5.607217334321374,29.243585763382356,1.7298234174300826,34.58917549398969,21.908740290253746,4.584753771332574,1.7567463390879872,0.32198016842137955,2.335210019399867,0.7613037944842824,0.7357451785799243,1,0,0,0,0.15047144908848836,0.27600935859681913,0.2343705162231756,0.40378025816106755,0.5950372473312446,0.3,0.7147645394353455,0.6107904223206114,0.2165974281798777,0.7240432905325107,0.48988286572143924
62.92929241428347,50.34343393142678,16.990960527337485,78.42176087491666,5.138449399163641,132.2063199183992,277.3145411493525,429.1229348707757,1.4142458632138544,31.464646207141737,75.51515089714016,1.7153482151662212,1.2189118404791364,1.1777270136943978,1.1301743659871162,8.195568173268647,1.10471213091181,16.662320648003554,2.734841265225124,7.040039014984556,29.9106557233253,2.0730389578447825,31.37645194498807,23.514088944906213,4.174545920436861,1.1896924198408787,0.31860223872848636,2.46232816028671,0.4346656948688399,1.3846249320582515,1,0,0,0,0.37069789155371674,0.7235983698142018,0.23015331078803616,0.4426041707752018,0.13587746405602485,0.5,0.38860624506448355,0.5738078927387407,0.6254713692615985,0.4904040609439555,0.22523137987250585
72.85439582706078,58.28351666164863,16.288567720738037,112.9674850697366,11.309617431591766,128.61181669657,292.0592147319768,315.8799335450479,1.4060542269909173,36.42719791353039,87.42527499247294,1.5952468950975218,1.0764461859457817,1.1860077126401285,0.818300847476583,9.368187880877564,1.0185043216797391,15.248768789445606,4.650170177076572,3.3937456422543004,20.10557119331822,2.2525529533623443,37.24403040186706,19.024527559247268,4.101096014446545,0.749554082330838,0.25034287289667706,2.432353586470434,0.6808014029249168,0.6003399410683947,1,0,0,0,0.5792852427671702,0.45068022860985074,0.15921678979977366,0.2722781426352232,0.6392210703821098,0.4,0.5786748798533207,0.6696831172280754,0.6853269203699288,0.45848060774713323,0.5083178392950696
37.875310057797606,30.300248046238085,14.058962823946876,101.76133402113948,7.229570100258444,78.75641554325067,266.0376096197324,283.13032301809136,0.6791302076484571,18.937655028898803,45.45037206935712,1.4981079965203965,1.4623755194801786,0.9925546270425705,0.836048595115526,11.8592563387889,1.1259377680631355,22.31028554791378,4.755960773040969,5.181377647121903,22.866951641505608,1.8863094761580506,35.43803140342858,22.627474020192302,3.1913345077714066,1.631996867781972,0.39779530482657555,2.070962400823882,0.32363525702689694,0.8802290081566512,1,0,0,0,0.4386603818265177,0.23642190535300692,0.1295698194483397,0.4482226721624529,0.36766122777689714,0.0,0.6947288560106688,0.730454455624199,0.5075213143412161,0.558819189211169,0.4496206784045377
52.82491785593049,42.25993428474439,16.573739859092687,107.39310276535602,8.168969757089256,54.39244406445501,246.60664153333562,493.65716095614675,1.104054082854721,26.412458927965243,63.389901427116584,1.2485515749083265,1.2701880262498264,1.0172450797496653,1.1991741241935445,7.861380687231926,2.289479678537257,17.263591313756997,2.8503424347428945,5.919117147097788,24.646498932248537,2.680112386285335,37.3082953618422,20.240050953932627,3.5787520776119317,1.5313481004026654,0.42731995453819693,3.3963799624273596,0.7438563225178556,0.6680992755572586,1,0,0,0,0.28522224267395035,0.48099828960530316,0.13564127307288026,0.24499583579678583,0.9123097255895372,0.0,0.6105975947494309,0.8263874235723403,0.29428154213514013,0.40363557923406623,0.4359629722047472
41.986525811550585,33.58922064924047,14.840113329434352,82.43936184601232,14.076760262123425,100.38318417051806,172.1672454548463,491.1148238640477,0.507084795829023,20.993262905775293,50.383830973860704,1.4892332255175427,1.2567799700685034,0.808870841052526,1.0669885974105777,7.767028094427105,1.6561910793874453,21.45090700193575,2.4498738019384283,4.304266614795287,21.44403246466722,2.6939210345030866,37.77403694093806,20.43791840552347,4.114516904711449,1.8765481909383026,0.44304607922072226,3.7735997018537066,0.5083409880827713,1.0624648005984119,1,0,0,0,0.7144225884735255,0.6734891016489919,0.16977707545211865,0.31773060277488613,0.2392491171248342,0.6,0.38938060470315317,0.8489682568709583,0.6888764576769565,0.6613256215836063,0.5307551110065019
